Trees,Dense vegetation,Urban vegetation,Infrastructure,Sparse vegetation,Residential,Industrial,River,Brushland
0.2126178807471954,0.06362083584140657,0.04898001064358005,0.016858928571661814,0.04812232314850462,0.013347482092750496,0.014067890630614092,0.029358842481554952,0.08435549292176936
0.18153717898449595,0.10149525486608253,0.10987267570801655,0.013667537778312928,0.05454282464756943,0.013914564741871555,0.0157658439083489,0.04380630038379282,0.09130097701892584
0.1415166239994084,0.07916810428638393,0.05375020579819062,0.017687760996886657,0.054742134010894006,0.01723268080010447,0.020752683862364524,0.034548639112761105,0.05873309805307783
0.17742993306956256,0.1336195188757928,0.1163138583314072,0.009745527414660523,0.011417351684940513,0.010515905366724365,0.019036225694531467,0.04805831900574748,0.059916253828429855
0.1924956274770552,0.15123732361950454,0.1011015309226416,0.015309662216499022,0.050504207339088225,0.01479608275122346,0.019744996175550717,0.0561821815390661,0.042645334045197714
0.21287651333857727,0.07979917710065203,0.08784614211776039,0.015242239272787797,0.05760113252290466,0.016764253886312003,0.019767191868187525,0.03437739336758705,0.08648545824240564
0.16436542201511356,0.10797246246048572,0.0819046719426342,0.019462453580356247,0.03237620397629826,0.01774042316785389,0.01768239803742427,0.024650552217638386,0.07402092361338547
0.13329584096995803,0.10584335568368029,0.07894477385842322,0.012215596921614919,0.04395733885348818,0.01457210204657991,0.021366852750930948,0.040098929551891975,0.10833764035230184
0.11486804241862547,0.09980578206634683,0.07196749180489989,0.014464192471603337,0.02671091880017684,0.018779170518717206,0.014838162505745774,0.027156514021034982,0.06193056390585455
0.20134607813370986,0.10008394935849992,0.08575773774429614,0.014195897374898783,0.06901543556494971,0.013440057191699939,0.01492633485723743,0.03362268147215656,0.040757596712564265
0.18036521371320816,0.0875259075174299,0.14472282119843,0.01222664530211721,0.08360150058308591,0.013693050151975403,0.014913879211942632,0.04469823152833615,0.047593451587144675
0.18187786504879766,0.06844702784349788,0.09936788437166134,0.019785451129715817,0.0872803524991923,0.011464472528202749,0.0229210089903859,0.03322195117902587,0.07698884369554967
0.2298878274306767,0.08624542684496063,0.05262957697050924,0.016930777155312087,0.07120331715520933,0.019690575571737742,0.0207849884936326,0.02863234082025968,0.06370477304577982
0.10849494376495017,0.08985671478630279,0.012336640159021,0.01455960873096222,0.04555781813633075,0.0134931565393058,0.02136630770844484,0.022687458737728886,0.12823890687823467
0.13217013899404817,0.11829554168630788,0.09309328672946093,0.01899333456017053,0.04126188247965956,0.013991479582906419,0.02146320196918291,0.05257828530856023,0.08725763301510964
0.18405296112143618,0.09685615747215542,0.08644635927282346,0.01793499403772241,0.0778590710179401,0.011100574587909293,0.02307824884424343,0.02887066866381202,0.042015466854938205
0.17246232188792376,0.12189689337938873,0.10071023765306268,0.015870079383579663,0.09469946548063035,0.014974115905455873,0.015222789175266697,0.03369595778442404,0.07035819772682014
0.16579115948552478,0.09299051648347374,0.08253843018736959,0.015208913570102765,0.04274378602565321,0.01318868042676391,0.019853304855468292,0.021853138369370903,0.06424590350511344
0.12553694147305897,0.09507593938210165,0.059056195288737644,0.013477236397193419,0.05161350560337041,0.013925345464386937,0.017511595366313228,0.061483834753585515,0.08919895242596884
0.17431091830694215,0.0577075633716234,0.04609577684660688,0.013399108131708255,0.06497083671598602,0.010992141440395842,0.018780237112867748,0.04383765527451464,0.12803902032787676
0.17477027640501538,0.08271335317852646,0.09166356582055377,0.01629587902885145,0.04416875243606455,0.01154099053121209,0.022025560922137644,0.02366002809752204,0.08211167615858714
0.17136554046390368,0.12859715953327386,0.12046945487174393,0.022228841343784334,0.06425674832649975,0.013561296356772057,0.0204228422713386,0.04347797258551989,0.07226209745223863
0.2177341188042477,0.11660538756107847,0.13683554144807802,0.013519549045646773,0.05010619651187653,0.016245263933289927,0.017811487077575853,0.03666241757871665,0.0822949342683138
0.18581348705369502,0.12572042988982418,0.1058014232842638,0.011469180008022668,0.037802406116611564,0.01258808589137346,0.013619190277152082,0.052245685266677014,0.03696034458668293
0.2415462863866621,0.09651213346468415,0.09789585437245624,0.016051364629173087,0.044709082413191936,0.017535748094160628,0.017338065733123447,0.04440055763281069,0.07670461179075247
0.15724979352906604,0.10039005251105307,0.08654468152680071,0.011494825831762957,0.05729851493396154,0.011299686644885482,0.018254630047544917,0.04180990975202087,0.07097887452281615
0.10752936800636721,0.0989686725362531,0.12789143658175928,0.01302113391231277,0.0396123942262534,0.015588592639619064,0.014041365845694292,0.0395836673274974,0.038602953947387275
0.143423437174955,0.07772644386927202,0.0764183492078764,0.02088337997149528,0.08278847763034491,0.021167554460832252,0.012476824714612755,0.06337822448264518,0.08306885745822978
0.1173390695983294,0.09295489660565227,0.07444085779169203,0.018838321580428738,0.05704323168032488,0.02029244842459127,0.018865712904726877,0.03935305052566816,0.09185941683484458
0.18539245921278596,0.12499768695431784,0.1051343200293668,0.009510044317510884,0.01839998897219175,0.020852106696221243,0.014405392650713073,0.05551151337390473,0.017415655928168933
0.1061882432925206,0.09687392335059199,0.06668935008880114,0.012791621956775613,0.026909713231077603,0.013231006005906695,0.014467277153844667,0.035881352836378326,0.09946165950322036
0.15958412093650695,0.14900508996332096,0.08185742564251992,0.015346071300639336,0.029738938181708363,0.00760158666922349,0.013315939621472716,0.03972587790748804,0.03572211044035156
0.11007682057673071,0.09399948302710819,0.10916745484206442,0.013485964447434133,0.04125318495738384,0.018446100188571152,0.02656116456158812,0.032873599248866944,0.09679475618093566
0.13927583562708656,0.09901985055960426,0.14389939627295267,0.018564633165577493,0.050621096488043804,0.020134655896605957,0.02352530050923362,0.06095425864243489,0.06056390742066081
0.154782652293789,0.10016591643643602,0.06758368687443042,0.013434560987780644,0.0851552880905615,0.01651245257508646,0.01671586876109037,0.045738213874285394,0.0774131678194166
0.10095204932194704,0.10702848116475579,0.05061483456559367,0.017158018783306618,0.025435473950551568,0.015849244019054534,0.0203095732978642,0.044557754609738466,0.08774657234101238
0.09780565495421453,0.1118670307970919,0.08350727671782159,0.018807968436791153,0.031310021417368716,0.017208947278079284,0.022170971166886044,0.027341412977883502,0.11623209211303012
0.10034967582236286,0.07861200756949216,0.06357524944968942,0.018353019644923245,0.10039457407930286,0.016538600011304444,0.023187393484802175,0.03947326936541809,0.05660429718638316
0.11785780450951028,0.0735434165143497,0.08530946902392186,0.011976176234092037,0.05731715266557558,0.018998759369528606,0.0174935114697133,0.04767372761796236,0.09911108221776824
0.1797667098077637,0.08967430972458894,0.10625537676034419,0.01187406518825765,0.04991350058384114,0.009464061943885507,0.017071255035319612,0.0450212803432189,0.03943690942662373
0.23858890809829986,0.0793680653582815,0.09394380317574953,0.012367326976414779,0.03509646799153643,0.012831636338222471,0.014773948359558933,0.047062649223193385,0.05437947896794673
0.10511443408065992,0.07578722099284206,0.09630521254535901,0.010970986688851348,0.06568804279390861,0.010176988710161816,0.02164560989350963,0.047570665131013316,0.06666999902238532
